Players,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
JAH Marshall,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,5,165,,,,,,,,,,,
DK Butler,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3,,,,,,,,,,,,,
J Botha,SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,80,61,78,60,138,169,5,,,,,,,
Syed Rasel,BDESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,13,26,8,8,9,,,,,,,,,
CT Tremlett,ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,27,3,,,12,,,,,,,,
J Lewis,ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,34,,,,,,,,,,,,
Enamul Haque jnr,BDESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,8,,,,,,,,,,
DW Steyn,SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,15,30,37,55,5,30,60,56,6,,67,0
LJ Hamilton,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
AJ Ireland,ZIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,9,,,,,,,,,,,,
RR Ramdass,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
CJ Chibhabha,ZIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,498,229,201,106,135,78,,65,,859,175,,43,
Mohammad Khalil,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
AG Puttick,SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
CL White,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,157,79,682,848,271,,,,0,,,35,
SR Clark,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,17,8,2,,,,,,,,,,
KM Dabengwa,ZIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,71,137,97,81,,,,,,,,,
JR Hopes,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,156,259,501,326,,,,,,,,,
PS Jayaprakashdaran,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG Johnson,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,35,38,289,119,208,12,102,95,34,,,,
ML Lewis,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
Mohammad Asif,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,15,5,,1,,,,,,,,,
JS Patel,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,45,4,27,,,,,,,,7,,
S Sreesanth,INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,19,9,,10,,,,,,,,,
T Duffin,ZIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,95,,,,,,,,,,,,
T Mishra,KENYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,274,,,32,177,72,149,,,,,,
IH Romaine,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,229,153,32,,,,,,,,,,
Shakib Al Hasan,BDESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,607,408,671,787,564,237,53,289,421,252,430,497,140
JWM Dalrymple,ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,131,,,,,,,,,,,,
HP Rinke,ZIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,,,,,,,,,,,,,
DA Minors,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,212,,,,,,,,,,,,
RN ten Doeschate,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,356,47,364,208,307,,,,,,,,
JJ Tucker,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,250,,3,,,,,,,,,,
S Mukuddem,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,90,,,,,,,,,,,,
Farhad Reza,BDESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,64,95,,,22,,,,,,,,
LE Bosman,SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,6,,,97,,,,,,,,,
CK Kapugedera,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,80,603,348,199,20,78,,,20,10,73,,
DL Hemp,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,268,,183,,,,,,,,,,
GR Codrington,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,46,,,,,,,,,,,,
LRPL Taylor,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,663,465,631,676,561,223,510,662,1046,200,968,639,593
Mehrab Hossain jnr,BDESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,17,1,72,,,,,,,,,,
AN Kervezee,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,186,,164,159,130,130,,,,,,,
GM Strydom,ZIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,,
S Dhaniram,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,332,142,195,102,,,,,,,,,
LOB Cann,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,404,25,22,,,,,,,,,,
RR Watson,SCOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,560,122,137,0,,,,,,,,,
NFI McCallum,SCOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,336,17,282,213,25,,,,,,,,
PA Jaques,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,4,,,,,,,,,,,,
WK McCallan,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,103,102,36,,,,,,,,,,
AC Botha,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,144,221,83,77,22,,,,,,,,
DJ Reekers,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,269,49,45,,,,,,,,,,
DES Maxwell,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,51,,,,,,,,,,,,
MJ Cosgrove,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,
AN Petersen,SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,24,218,35,,60,67,,,,,,
EJG Morgan,ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,450,51,507,691,443,364,560,560,967,328,781,756,477
RV Uthappa,INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,509,179,,,,,,104,44,,,,
CJ Smith,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,99,,,,,,,,,,,,
LMP Simmons,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,35,,122,60,792,52,371,262,173,,,,
WF Stelling,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,,,,,,,,,,,,
HMCM Bandara,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,44,,31,,,,,,,,,,
NJ O'Brien,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,418,205,107,109,274,17,254,45,440,10,328,289,
JJ van der Wath,SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,4,,,,,,,,,,,,
KL Tucker,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,14,,,,,,,,,,,,
AN Cook,ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,403,219,,156,600,663,560,523,,,,,
AR White,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,141,146,58,287,23,38,,7,,,,,
KO Meth,ZIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,3,20,10,,,,,,,
SD Outerbridge,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,52,162,56,,,,,,,,,,
U Bhatti,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,91,7,77,138,,,,,,,,,
S Chattergoon,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,283,24,,,,,,,,,,
NN Odhiambo,KENYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,102,34,184,43,56,17,23,7,,,,,
KJ O'Brien,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,514,190,121,452,324,89,184,181,226,289,211,332,272
WTS Porterfield,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,555,122,414,221,355,26,308,62,338,168,644,450,240
CJO Smith,SCOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,187,129,58,,,,,,,,,,
PW Borren,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,202,7,91,121,314,24,100,89,,,,,
S Jyoti,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,,172,39,,,,,,,,,
TV Mufambisi,ZIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,2,,,,,,,,,,,,
TT Bresnan,ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,202,155,261,25,79,98,,,,,
ES Szwarczynski,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,156,187,99,255,77,,145,132,,,,,
TN de Grooth,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,153,51,72,61,80,5,8,,,,,,
AA Mulla,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,351,38,43,,,,,,,,,,
DF Watts,SCOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,381,14,128,312,90,,,,,,,,
MG Vandort,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,
GEF Barnett,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,173,7,105,123,,,,,,,,,
MO Jones,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,70,,,,,,,,,,,,
SP Heaney,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,
GA Rogers,SCOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,41,0,,,,,,,,,,,
PJC Hoffmann,SCOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,47,,,,,,,,,,,,
H Durham,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,
MWA van Nierop,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,
T Gibbons,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,
CM Wright,SCOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,171,12,24,,,,,,,,,,
MBS Jonkman,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,,,28,,,,,,,,,
EC Joyce,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,440,,,,306,158,317,25,467,366,239,273,
JF Mooney,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,52,,93,374,115,44,28,123,103,,,,
JP Bray,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,371,,,,,,,,,,,,
MH Yardy,ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,19,,,121,156,,,,,,,,
RT Lyons,SCOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,49,3,6,4,,,,,,,,,
KT Sandher,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,8,,,,,,,,,,,,
NS Poonia,SCOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,158,15,38,,,,,,,,,,
RD Steede,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,23,21,,,,,,,,,,,
DR Lockhart,SCOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,39,,,154,,,,,,,,,
DCC Borden,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,59,15,,,,,,,,,,,
TMK Mawoyo,ZIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,9,9,16,,,,,
Mushfiqur Rahim,BDESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,326,185,387,538,527,264,198,704,767,198,458,770,212
Qaiser Ali,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,202,22,,,,,,,,,,,
KAD Hurdle,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,66,,,,,,,,,,,,
RDM Leverock,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,60,27,5,,,,,,,,,,
H Osinde,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,29,1,0,7,9,,1,,,,,,
RO Hussain,SCOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,28,,,19,,,,,,,,,
GH O'Brien,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,18,,,,,,,,,,,
RS Higgins,ZIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,
D Langford-Smith,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,107,20,,,,,,,,,,,
G Chapple,ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,
HS Dhillon,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,
Shahadat Hossain,BDESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,16,28,,21,,0,,,,,,,
S Seeraj,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,
MR Gillespie,NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,75,6,,,,,,,,,,,
DT Johnston,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,308,44,41,147,93,23,75,,,,,,
PJK Mooney,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,,,,,,,,,,,,
W Jaffer,INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,
NJ MacRae,SCOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,
SCJ Broad,ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,147,128,54,34,20,23,15,40,40,19,,,
KTGD Prasad,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,8,1,,0,46,,64,2,,,,
VRV Singh,INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,
Abdur Rehman,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,52,,,10,10,25,30,8,,,,,
SKW Kelly,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,0,,,,,,,,,,
MM Patel,INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,26,20,2,8,12,,,,,,,,
AR Pitcher,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,30,,,,,,,,,,,,
D Soraine,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,,,,6,,,,,,,
RM Haq,SCOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,373,2,10,23,34,0,32,32,57,,,,
JD Nel,SCOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,10,11,,,,,,,,,
DJ Cullen,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
BR Dorey,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
DWO Morgan,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
HA Varaiya,KENYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,20,133,36,2,0,18,13,,,,,
SR Welsh,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,32,7,,,,,,,,,,,
Mohammad Kashif,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,
KA Patel,KENYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
PM Seelaar,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,1,76,7,3,2,,,,,26,
PG Gillespie,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,
DI Joyce,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,,,,,,,,,,,,
TP Kamungozi,ZIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,21,6,,,,
GJP Kruger,SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
AGR Loudon,ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
D Mohammed,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
Tamim Iqbal,BDESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,807,602,776,475,347,240,269,742,407,646,684,186
RS Bopara,ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,297,436,103,420,339,317,422,57,,,,
PA Nixon,ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,,,,,,,,,,,,
AA Obanda,KENYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,192,428,280,43,14,61,94,,,,,
Mudassar Bukhari,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,1,61,76,174,8,47,4,,,,,
MB Loye,ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,,,
J Edness,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,153,,,,,,,,,,,
AD Mascarenhas,ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,52,95,,,,,,,,,,
AL Kandappah,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,
P Mustard,ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,144,,,,,,,,,,,
GH Bodi,SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,
TC Bastiampillai,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,8,,79,,,,12,,,,,
OL Pitcher,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,
KED Carroll,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,
RG Sharma,INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,532,102,504,611,168,1196,578,815,564,1293,1030,556
Abdul Jabbar,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,
AR Cusack,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,147,44,197,209,29,0,10,56,,,,
Sohail Tanvir,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,108,21,,86,15,64,52,,,,,
M Morkel,SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,12,24,17,11,8,53,22,15,32,0,22,
LJ Wright,ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,179,199,172,101,,5,1,,,,,
RJ Trott,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,73,10,,,,,,,,,,
AF Buurman,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,70,26,,,,,,,,
BA Parchment,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,82,,,,,,,,,,,
VD Philander,SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,33,,,,2,28,4,44,,,,
JJ Celestine,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,22,,,,,,,,,,,
Mahmudullah,BDESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,279,248,507,304,212,243,294,506,229,360,419,120
Mohammad Iqbal,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,21,,,,,,,,,,,
Fawad Alam,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,124,54,393,,,,345,18,,,,
MDK Perera,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,14,,,,,,,,55,24,29,
Junaid Siddique,BDESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,200,259,568,140,,,,,,,,
MS Panesar,ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,
MJ Fourie,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,19,,,,,,,,,,,
J Patraj,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,
PP Chawla,INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,8,,,10,,,,,,,,
ADJ Pitcher,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,
F Kasteni,ZIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
RJ Robinson,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,10,,,,,,,,,,
AC Voges,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,151,145,80,,478,,,,,,
WB Rankin,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,,9,9,1,5,,,18,1,6,20
RR Emrit,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,
GC Wilson,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,140,137,317,301,45,61,65,349,114,215,217,98
DM Basden,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,
P Kumar,INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,29,147,37,51,16,,,,,,,
SW Tait,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,13,1,0,,,,,,,,
KA Pollard,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,14,123,391,528,481,322,173,,247,,,
GMC Mol,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,16,,,,,,,,,,,
GD Drummond,SCOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,49,115,25,,33,,,,,,
T Maruma,ZIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,34,,12,,,30,57,,17,,,39
SM Warnapura,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,,,,,,,,,,,
RK Whelan,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
CK Hooper,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,45,,,,,,,,,
CH Lonsdale,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
Shahzad Khan,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
A Shamshudeen,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
KC Hodsoll,BMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,
ACL Richards,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
MS Tshabalala,SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
MKDI Amerasinghe,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,
M Mulla,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Najaf Shah,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
BW Hilfenhaus,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,0,,,,,,,
MMA Jonkman,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,
GE Kidd,IRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,
